complaint_id,customer_id,complaint_date,channel,complaint_category,complaint_subcategory,description,transaction_id,amount_affected,currency,priority,status,resolution_date,handling_team,satisfaction_score
C00352,CUST23529,10/01/2025,ATM,Delay,Transaction Delay,Transaction Delay reported via atm,TXN812173,31280,KES,Critical,Resolved,11/01/2025,Branch Operations,4
C00353,CUST77720,31/12/2024,Online Banking,Erroneous Deduction,Incorrect Fees,Incorrect Fees reported via online banking,TXN895760,43339,KES,High,Resolved,05/01/2025,Branch Operations,2
C00354,CUST67658,22/12/2024,Online Banking,Customer Service Failure,Long Wait Time,Long Wait Time reported via online banking,,0,KES,High,In Progress,,Customer Experience,
C00355,CUST24855,06/01/2025,ATM,System Error,App Crash,App Crash reported via atm,,0,KES,Medium,Resolved,10/01/2025,Finance Ops,4
C00356,CUST27658,30/12/2024,Call Center,Customer Service Failure,Rude Staff,Rude Staff reported via call center,,0,KES,High,Resolved,01/01/2025,Finance Ops,3
C00357,CUST38389,16/12/2024,ATM,System Error,ATM Failure,ATM Failure reported via atm,,0,KES,Critical,Resolved,19/12/2024,Operations,2
C00358,CUST99861,30/12/2024,ATM,Customer Service Failure,Rude Staff,Rude Staff reported via atm,TXN843967,12419,KES,High,In Progress,,Customer Experience,
C00359,CUST33255,29/12/2024,Branch,Delay,Transaction Delay,Transaction Delay reported via branch,TXN839206,34756,KES,Medium,Resolved,03/01/2025,Customer Experience,2
C00360,CUST58546,03/01/2025,Call Center,Delay,Card Delivery Delay,Card Delivery Delay reported via call center,,0,KES,Low,Resolved,07/01/2025,IT Operations,5
C00361,CUST65769,31/12/2024,Branch,Customer Service Failure,Rude Staff,Rude Staff reported via branch,,0,KES,Medium,In Progress,,Customer Experience,
C00362,CUST78126,12/01/2025,Online Banking,Delay,Transaction Delay,Transaction Delay reported via online banking,,0,KES,Critical,Resolved,13/01/2025,Branch Operations,2
C00363,CUST84012,15/01/2025,Online Banking,Delay,Card Delivery Delay,Card Delivery Delay reported via online banking,TXN868498,43201,KES,Medium,Resolved,20/01/2025,Customer Experience,5
C00364,CUST62183,23/12/2024,Branch,Customer Service Failure,Rude Staff,Rude Staff reported via branch,TXN866526,24762,KES,High,Resolved,26/12/2024,Branch Operations,4
C00365,CUST93345,18/12/2024,ATM,System Error,Login Error,Login Error reported via atm,,0,KES,Medium,Resolved,20/12/2024,IT Operations,5
C00366,CUST60374,06/01/2025,Call Center,Delay,Complaint Handling Delay,Complaint Handling Delay reported via call center,,0,KES,Low,Resolved,11/01/2025,Customer Experience,2
C00367,CUST11403,27/12/2024,Call Center,Erroneous Deduction,Incorrect Fees,Incorrect Fees reported via call center,TXN915073,42462,KES,Critical,In Progress,,IT Operations,
C00368,CUST41359,15/01/2025,Mobile App,System Error,App Crash,App Crash reported via mobile app,,0,KES,High,Resolved,16/01/2025,Branch Operations,4
C00369,CUST82036,20/12/2024,Branch,Delay,Complaint Handling Delay,Complaint Handling Delay reported via branch,,0,KES,High,Resolved,21/12/2024,Operations,2
C00370,CUST63363,01/01/2025,Online Banking,Erroneous Deduction,Phantom Debit,Phantom Debit reported via online banking,,0,KES,High,Resolved,04/01/2025,Finance Ops,3
C00371,CUST68034,01/01/2025,Online Banking,Delay,Card Delivery Delay,Card Delivery Delay reported via online banking,TXN981978,17388,KES,Critical,In Progress,,Operations,
C00372,CUST43792,02/01/2025,Online Banking,Customer Service Failure,Rude Staff,Rude Staff reported via online banking,TXN830479,2292,KES,High,In Progress,,Customer Experience,
C00373,CUST47655,15/01/2025,ATM,Delay,Card Delivery Delay,Card Delivery Delay reported via atm,,0,KES,High,Resolved,18/01/2025,Operations,3
C00374,CUST36170,15/01/2025,Call Center,System Error,ATM Failure,ATM Failure reported via call center,TXN847915,38098,KES,High,Resolved,17/01/2025,Finance Ops,5
C00375,CUST23983,08/01/2025,ATM,System Error,App Crash,App Crash reported via atm,,0,KES,Critical,In Progress,,Finance Ops,
C00376,CUST33969,06/01/2025,Call Center,System Error,ATM Failure,ATM Failure reported via call center,TXN950606,21171,KES,Critical,Resolved,09/01/2025,IT Operations,5
C00377,CUST61605,31/12/2024,ATM,Erroneous Deduction,Phantom Debit,Phantom Debit reported via atm,TXN941759,28233,KES,Medium,Resolved,01/01/2025,Branch Operations,4
C00378,CUST52655,20/12/2024,Call Center,Customer Service Failure,Rude Staff,Rude Staff reported via call center,,0,KES,Medium,Resolved,24/12/2024,Customer Experience,2
C00379,CUST37594,23/12/2024,ATM,System Error,Failed Reversal,Failed Reversal reported via atm,,0,KES,High,Resolved,27/12/2024,Operations,5
C00380,CUST40907,26/12/2024,Online Banking,Erroneous Deduction,Phantom Debit,Phantom Debit reported via online banking,,0,KES,Medium,Resolved,27/12/2024,Customer Experience,4
C00381,CUST73782,27/12/2024,ATM,System Error,App Crash,App Crash reported via atm,,0,KES,Critical,Resolved,01/01/2025,Customer Experience,4
C00382,CUST68963,01/01/2025,Mobile App,Delay,Complaint Handling Delay,Complaint Handling Delay reported via mobile app,,0,KES,Low,In Progress,,Finance Ops,
C00383,CUST85609,23/12/2024,Call Center,Erroneous Deduction,Phantom Debit,Phantom Debit reported via call center,TXN831781,1799,KES,Critical,Resolved,26/12/2024,Branch Operations,3
C00384,CUST70784,04/01/2025,Online Banking,System Error,Failed Reversal,Failed Reversal reported via online banking,TXN820554,48768,KES,High,Resolved,08/01/2025,Operations,4
C00385,CUST31233,19/12/2024,Branch,System Error,Failed Reversal,Failed Reversal reported via branch,,0,KES,High,In Progress,,Branch Operations,
C00386,CUST64262,25/12/2024,Online Banking,Erroneous Deduction,Incorrect Fees,Incorrect Fees reported via online banking,TXN996056,29656,KES,High,Resolved,30/12/2024,Operations,5
C00387,CUST31877,05/01/2025,ATM,Delay,Card Delivery Delay,Card Delivery Delay reported via atm,,0,KES,Critical,In Progress,,Operations,
C00388,CUST21050,18/12/2024,Call Center,Delay,Complaint Handling Delay,Complaint Handling Delay reported via call center,,0,KES,Low,Resolved,21/12/2024,IT Operations,3
C00389,CUST96972,27/12/2024,ATM,Erroneous Deduction,Double Debit,Double Debit reported via atm,,0,KES,High,Resolved,28/12/2024,Operations,2
C00390,CUST92712,25/12/2024,Call Center,Customer Service Failure,Long Wait Time,Long Wait Time reported via call center,,0,KES,High,Resolved,30/12/2024,Operations,5
C00391,CUST57943,02/01/2025,Call Center,Customer Service Failure,No Follow-up,No Follow-up reported via call center,,0,KES,Critical,Resolved,06/01/2025,Operations,4
C00392,CUST80136,19/12/2024,Mobile App,Erroneous Deduction,Double Debit,Double Debit reported via mobile app,TXN922997,23036,KES,Critical,In Progress,,Branch Operations,
C00393,CUST61740,12/01/2025,Mobile App,System Error,Failed Reversal,Failed Reversal reported via mobile app,TXN849432,973,KES,High,Resolved,16/01/2025,Customer Experience,5
C00394,CUST64120,15/01/2025,ATM,System Error,Login Error,Login Error reported via atm,TXN874626,34356,KES,Low,Resolved,20/01/2025,Operations,4
C00395,CUST29942,06/01/2025,Online Banking,Delay,Transaction Delay,Transaction Delay reported via online banking,TXN849227,18334,KES,High,Resolved,09/01/2025,IT Operations,2
C00396,CUST40514,13/01/2025,Mobile App,Delay,Transaction Delay,Transaction Delay reported via mobile app,,0,KES,Medium,In Progress,,Operations,
C00397,CUST14159,05/01/2025,Online Banking,System Error,App Crash,App Crash reported via online banking,TXN982697,24839,KES,Medium,In Progress,,Customer Experience,
C00398,CUST60436,19/12/2024,Branch,Delay,Complaint Handling Delay,Complaint Handling Delay reported via branch,TXN803307,16889,KES,High,Resolved,20/12/2024,IT Operations,3
C00399,CUST99318,29/12/2024,ATM,System Error,ATM Failure,ATM Failure reported via atm,,0,KES,High,Resolved,02/01/2025,Customer Experience,5
C00400,CUST97385,25/12/2024,Call Center,System Error,ATM Failure,ATM Failure reported via call center,,0,KES,Medium,Resolved,28/12/2024,Branch Operations,2
C00401,CUST61879,06/01/2025,Branch,Delay,Card Delivery Delay,Card Delivery Delay reported via branch,,0,KES,Low,In Progress,,Operations,
C00402,CUST75525,15/12/2024,Branch,Delay,Card Delivery Delay,Card Delivery Delay reported via branch,,0,KES,Medium,In Progress,,Branch Operations,
C00403,CUST73942,14/01/2025,Mobile App,System Error,ATM Failure,ATM Failure reported via mobile app,,0,KES,High,In Progress,,Operations,
C00404,CUST83272,13/01/2025,ATM,System Error,Login Error,Login Error reported via atm,TXN810351,9329,KES,High,Resolved,17/01/2025,IT Operations,5
C00405,CUST19027,12/01/2025,ATM,Delay,Card Delivery Delay,Card Delivery Delay reported via atm,,0,KES,Medium,In Progress,,Branch Operations,
C00406,CUST34318,12/01/2025,Call Center,System Error,Failed Reversal,Failed Reversal reported via call center,TXN992323,33658,KES,High,In Progress,,Operations,
C00407,CUST82281,03/01/2025,ATM,Erroneous Deduction,Incorrect Fees,Incorrect Fees reported via atm,TXN849773,35821,KES,High,Resolved,08/01/2025,Operations,5
C00408,CUST36486,09/01/2025,Online Banking,System Error,Login Error,Login Error reported via online banking,,0,KES,Low,Resolved,11/01/2025,IT Operations,2
C00409,CUST89423,08/01/2025,Call Center,Delay,Transaction Delay,Transaction Delay reported via call center,TXN812867,46461,KES,High,Resolved,11/01/2025,Customer Experience,3
C00410,CUST79339,15/12/2024,Mobile App,System Error,Login Error,Login Error reported via mobile app,TXN896749,37070,KES,Critical,Resolved,16/12/2024,Customer Experience,4
C00411,CUST35312,06/01/2025,ATM,System Error,ATM Failure,ATM Failure reported via atm,TXN849665,35342,KES,Low,In Progress,,Branch Operations,
C00412,CUST70125,08/01/2025,Call Center,Delay,Card Delivery Delay,Card Delivery Delay reported via call center,TXN976814,38285,KES,High,In Progress,,Customer Experience,
C00413,CUST58722,28/12/2024,ATM,Delay,Transaction Delay,Transaction Delay reported via atm,TXN892359,10866,KES,High,Resolved,31/12/2024,Branch Operations,4
C00414,CUST62047,15/01/2025,Call Center,System Error,Failed Reversal,Failed Reversal reported via call center,TXN894374,36560,KES,High,Resolved,19/01/2025,Finance Ops,5
C00415,CUST12844,05/01/2025,Call Center,System Error,ATM Failure,ATM Failure reported via call center,,0,KES,Critical,Resolved,07/01/2025,Finance Ops,4
C00416,CUST49361,23/12/2024,Mobile App,System Error,ATM Failure,ATM Failure reported via mobile app,,0,KES,Medium,Resolved,25/12/2024,Customer Experience,4
C00417,CUST14898,11/01/2025,Mobile App,Delay,Card Delivery Delay,Card Delivery Delay reported via mobile app,,0,KES,High,Resolved,16/01/2025,Operations,4
C00418,CUST39716,02/01/2025,Mobile App,Customer Service Failure,Rude Staff,Rude Staff reported via mobile app,,0,KES,Medium,In Progress,,Operations,
C00419,CUST30079,03/01/2025,Branch,Delay,Card Delivery Delay,Card Delivery Delay reported via branch,,0,KES,Medium,Resolved,06/01/2025,IT Operations,3
C00420,CUST81847,11/01/2025,ATM,System Error,ATM Failure,ATM Failure reported via atm,TXN821638,9163,KES,Medium,Resolved,15/01/2025,Customer Experience,2
C00421,CUST41760,06/01/2025,ATM,System Error,Login Error,Login Error reported via atm,,0,KES,High,Resolved,11/01/2025,Finance Ops,3
C00422,CUST32184,11/01/2025,Mobile App,System Error,ATM Failure,ATM Failure reported via mobile app,TXN955681,21519,KES,High,Resolved,12/01/2025,Customer Experience,4
C00423,CUST21247,03/01/2025,ATM,Customer Service Failure,No Follow-up,No Follow-up reported via atm,TXN840892,13586,KES,Low,In Progress,,Customer Experience,
C00424,CUST53499,05/01/2025,ATM,Delay,Card Delivery Delay,Card Delivery Delay reported via atm,TXN917980,7792,KES,Low,Resolved,09/01/2025,Operations,2
C00425,CUST86415,13/01/2025,Call Center,Delay,Transaction Delay,Transaction Delay reported via call center,,0,KES,High,Resolved,14/01/2025,Branch Operations,5
C00426,CUST70943,31/12/2024,ATM,Delay,Complaint Handling Delay,Complaint Handling Delay reported via atm,TXN813915,40998,KES,Medium,In Progress,,IT Operations,
C00427,CUST51347,15/12/2024,Online Banking,Delay,Complaint Handling Delay,Complaint Handling Delay reported via online banking,TXN860599,43059,KES,Critical,Resolved,19/12/2024,Operations,2
C00428,CUST79391,14/01/2025,ATM,Delay,Transaction Delay,Transaction Delay reported via atm,,0,KES,Critical,Resolved,15/01/2025,Branch Operations,3
C00429,CUST18127,12/01/2025,Mobile App,System Error,App Crash,App Crash reported via mobile app,,0,KES,High,Resolved,17/01/2025,Operations,4
C00430,CUST21507,11/01/2025,Online Banking,Delay,Card Delivery Delay,Card Delivery Delay reported via online banking,,0,KES,Medium,In Progress,,Finance Ops,
C00431,CUST81071,31/12/2024,ATM,System Error,Login Error,Login Error reported via atm,TXN917747,40173,KES,Medium,In Progress,,Branch Operations,
C00432,CUST96013,15/01/2025,Call Center,Delay,Card Delivery Delay,Card Delivery Delay reported via call center,,0,KES,Critical,Resolved,19/01/2025,Finance Ops,3
C00433,CUST64269,20/12/2024,Call Center,Erroneous Deduction,Double Debit,Double Debit reported via call center,,0,KES,Critical,Resolved,21/12/2024,Branch Operations,4
C00434,CUST89377,24/12/2024,Online Banking,Customer Service Failure,No Follow-up,No Follow-up reported via online banking,,0,KES,High,Resolved,29/12/2024,Finance Ops,4
C00435,CUST95140,08/01/2025,Mobile App,Delay,Transaction Delay,Transaction Delay reported via mobile app,TXN986651,9287,KES,Low,In Progress,,Operations,
C00436,CUST36812,11/01/2025,ATM,System Error,Login Error,Login Error reported via atm,TXN908277,1483,KES,Medium,Resolved,13/01/2025,Finance Ops,3
C00437,CUST51012,12/01/2025,Branch,System Error,Failed Reversal,Failed Reversal reported via branch,TXN988796,40341,KES,High,In Progress,,Finance Ops,
C00438,CUST15144,14/01/2025,Mobile App,Delay,Card Delivery Delay,Card Delivery Delay reported via mobile app,TXN992720,16603,KES,High,In Progress,,Customer Experience,
C00439,CUST90364,13/01/2025,Online Banking,Delay,Transaction Delay,Transaction Delay reported via online banking,TXN843643,19237,KES,Medium,Resolved,17/01/2025,Customer Experience,4
C00440,CUST52396,31/12/2024,Branch,System Error,Login Error,Login Error reported via branch,,0,KES,High,Resolved,04/01/2025,IT Operations,5
C00441,CUST24963,07/01/2025,Branch,System Error,App Crash,App Crash reported via branch,,0,KES,Medium,Resolved,08/01/2025,IT Operations,2
C00442,CUST59634,04/01/2025,Call Center,Erroneous Deduction,Double Debit,Double Debit reported via call center,,0,KES,High,In Progress,,Customer Experience,
C00443,CUST50569,05/01/2025,Call Center,Delay,Complaint Handling Delay,Complaint Handling Delay reported via call center,,0,KES,Medium,Resolved,09/01/2025,Finance Ops,4
C00444,CUST70115,29/12/2024,ATM,Erroneous Deduction,Incorrect Fees,Incorrect Fees reported via atm,TXN803200,731,KES,Critical,In Progress,,IT Operations,
C00445,CUST42075,12/01/2025,Branch,Delay,Card Delivery Delay,Card Delivery Delay reported via branch,TXN915834,30236,KES,Medium,Resolved,13/01/2025,Finance Ops,2
C00446,CUST53399,23/12/2024,ATM,System Error,ATM Failure,ATM Failure reported via atm,,0,KES,Low,Resolved,28/12/2024,Finance Ops,4
C00447,CUST14697,16/12/2024,ATM,Delay,Complaint Handling Delay,Complaint Handling Delay reported via atm,,0,KES,High,Resolved,20/12/2024,Finance Ops,4
C00448,CUST27635,09/01/2025,Branch,System Error,Failed Reversal,Failed Reversal reported via branch,TXN923421,4754,KES,High,In Progress,,IT Operations,
C00449,CUST65974,09/01/2025,Call Center,System Error,Login Error,Login Error reported via call center,,0,KES,High,Resolved,13/01/2025,Finance Ops,4
C00450,CUST48074,10/01/2025,ATM,System Error,Failed Reversal,Failed Reversal reported via atm,TXN929107,41909,KES,High,Resolved,12/01/2025,Branch Operations,3
C00451,CUST55829,15/12/2024,Branch,Delay,Transaction Delay,Transaction Delay reported via branch,TXN908538,40824,KES,High,Resolved,16/12/2024,IT Operations,4
C00452,CUST54742,15/01/2025,ATM,Delay,Transaction Delay,Transaction Delay reported via atm,TXN801607,20179,KES,Medium,Resolved,16/01/2025,Operations,4
C00453,CUST94626,14/01/2025,ATM,Delay,Transaction Delay,Transaction Delay reported via atm,TXN809321,31898,KES,Critical,In Progress,,Operations,
C00454,CUST37297,07/01/2025,Branch,System Error,Failed Reversal,Failed Reversal reported via branch,TXN948096,34649,KES,Critical,Resolved,10/01/2025,Customer Experience,2
C00455,CUST34560,10/01/2025,ATM,System Error,ATM Failure,ATM Failure reported via atm,,0,KES,Critical,Resolved,15/01/2025,Operations,5
C00456,CUST38329,09/01/2025,Online Banking,System Error,ATM Failure,ATM Failure reported via online banking,TXN879332,24852,KES,Low,In Progress,,Customer Experience,
C00457,CUST54579,07/01/2025,Mobile App,Delay,Complaint Handling Delay,Complaint Handling Delay reported via mobile app,TXN931086,2134,KES,Critical,Resolved,09/01/2025,Finance Ops,3
C00458,CUST36894,31/12/2024,ATM,Erroneous Deduction,Phantom Debit,Phantom Debit reported via atm,,0,KES,Critical,In Progress,,IT Operations,
C00459,CUST53684,29/12/2024,Call Center,Customer Service Failure,No Follow-up,No Follow-up reported via call center,,0,KES,Low,In Progress,,IT Operations,
C00460,CUST46261,05/01/2025,Online Banking,Delay,Card Delivery Delay,Card Delivery Delay reported via online banking,TXN852574,14252,KES,High,Resolved,07/01/2025,IT Operations,4
C00461,CUST82006,12/01/2025,ATM,Delay,Complaint Handling Delay,Complaint Handling Delay reported via atm,,0,KES,Medium,Resolved,14/01/2025,Finance Ops,4
C00462,CUST27049,07/01/2025,ATM,System Error,App Crash,App Crash reported via atm,TXN813297,35927,KES,Medium,In Progress,,IT Operations,
C00463,CUST53559,15/01/2025,Branch,Delay,Transaction Delay,Transaction Delay reported via branch,TXN961563,46681,KES,Low,Resolved,18/01/2025,IT Operations,4
C00464,CUST69714,01/01/2025,Call Center,Delay,Complaint Handling Delay,Complaint Handling Delay reported via call center,TXN825496,46283,KES,Low,In Progress,,Finance Ops,
C00465,CUST34032,15/01/2025,ATM,System Error,Login Error,Login Error reported via atm,TXN902780,17411,KES,Medium,In Progress,,Finance Ops,
C00466,CUST89225,25/12/2024,Branch,Erroneous Deduction,Phantom Debit,Phantom Debit reported via branch,TXN844774,31868,KES,Low,Resolved,28/12/2024,IT Operations,4
C00467,CUST41270,13/01/2025,Mobile App,Delay,Complaint Handling Delay,Complaint Handling Delay reported via mobile app,TXN905071,20299,KES,High,Resolved,18/01/2025,Operations,5
C00468,CUST84345,13/01/2025,Branch,Delay,Complaint Handling Delay,Complaint Handling Delay reported via branch,TXN914125,39229,KES,Medium,In Progress,,IT Operations,
C00469,CUST68355,01/01/2025,Mobile App,System Error,App Crash,App Crash reported via mobile app,TXN885295,39564,KES,Critical,Resolved,06/01/2025,Branch Operations,2
C00470,CUST28208,11/01/2025,Mobile App,Delay,Card Delivery Delay,Card Delivery Delay reported via mobile app,,0,KES,High,Resolved,12/01/2025,Branch Operations,3
C00471,CUST49286,04/01/2025,ATM,Delay,Transaction Delay,Transaction Delay reported via atm,TXN851292,38375,KES,High,Resolved,06/01/2025,Customer Experience,4
C00472,CUST58394,15/01/2025,Online Banking,System Error,Login Error,Login Error reported via online banking,TXN833437,33951,KES,High,Resolved,18/01/2025,IT Operations,2
C00473,CUST91948,16/12/2024,Call Center,Delay,Card Delivery Delay,Card Delivery Delay reported via call center,,0,KES,Medium,Resolved,20/12/2024,Operations,5
C00474,CUST57223,11/01/2025,Branch,System Error,Login Error,Login Error reported via branch,,0,KES,Medium,Resolved,16/01/2025,Branch Operations,5
C00475,CUST21097,19/12/2024,ATM,Erroneous Deduction,Incorrect Fees,Incorrect Fees reported via atm,TXN972471,9936,KES,Low,Resolved,23/12/2024,Finance Ops,3
C00476,CUST65675,11/01/2025,Call Center,System Error,Login Error,Login Error reported via call center,TXN893141,29994,KES,High,Resolved,13/01/2025,Finance Ops,3
C00477,CUST58310,14/01/2025,Call Center,System Error,App Crash,App Crash reported via call center,,0,KES,High,Resolved,15/01/2025,Operations,5
C00478,CUST92662,12/01/2025,Call Center,Delay,Transaction Delay,Transaction Delay reported via call center,,0,KES,High,Resolved,14/01/2025,Operations,5
C00479,CUST56257,17/12/2024,Mobile App,Erroneous Deduction,Incorrect Fees,Incorrect Fees reported via mobile app,TXN950461,30255,KES,High,Resolved,20/12/2024,Operations,5
C00480,CUST92483,24/12/2024,Mobile App,Erroneous Deduction,Double Debit,Double Debit reported via mobile app,TXN816100,37443,KES,High,In Progress,,Branch Operations,
C00481,CUST27372,07/01/2025,Online Banking,Delay,Card Delivery Delay,Card Delivery Delay reported via online banking,,0,KES,Low,Resolved,10/01/2025,Branch Operations,4
C00482,CUST40958,09/01/2025,Mobile App,System Error,ATM Failure,ATM Failure reported via mobile app,TXN896932,10404,KES,Medium,Resolved,11/01/2025,Branch Operations,4
C00483,CUST41188,13/01/2025,Mobile App,Delay,Complaint Handling Delay,Complaint Handling Delay reported via mobile app,TXN900444,33002,KES,High,In Progress,,Finance Ops,
C00484,CUST62264,04/01/2025,Call Center,System Error,App Crash,App Crash reported via call center,,0,KES,Low,Resolved,06/01/2025,Operations,5
C00485,CUST60070,12/01/2025,Branch,Delay,Complaint Handling Delay,Complaint Handling Delay reported via branch,,0,KES,Medium,Resolved,15/01/2025,Customer Experience,5
C00486,CUST22881,31/12/2024,Call Center,Delay,Transaction Delay,Transaction Delay reported via call center,TXN887809,43233,KES,Critical,Resolved,03/01/2025,Operations,4
C00487,CUST98185,14/01/2025,ATM,System Error,Login Error,Login Error reported via atm,,0,KES,High,Resolved,17/01/2025,Branch Operations,2
C00488,CUST13106,06/01/2025,Mobile App,Delay,Complaint Handling Delay,Complaint Handling Delay reported via mobile app,TXN866033,14879,KES,Medium,Resolved,08/01/2025,Branch Operations,2
C00489,CUST43205,05/01/2025,Mobile App,Delay,Card Delivery Delay,Card Delivery Delay reported via mobile app,,0,KES,Low,Resolved,06/01/2025,IT Operations,3
C00490,CUST46344,15/01/2025,Branch,Delay,Card Delivery Delay,Card Delivery Delay reported via branch,TXN867459,44250,KES,High,Resolved,17/01/2025,Operations,2
C00491,CUST89993,27/12/2024,Mobile App,Customer Service Failure,Long Wait Time,Long Wait Time reported via mobile app,,0,KES,Critical,Resolved,31/12/2024,Operations,3
C00492,CUST23538,15/01/2025,ATM,System Error,ATM Failure,ATM Failure reported via atm,,0,KES,High,Resolved,19/01/2025,Branch Operations,4
C00493,CUST61292,06/01/2025,Mobile App,System Error,Login Error,Login Error reported via mobile app,TXN869844,2979,KES,Medium,Resolved,08/01/2025,Customer Experience,4
C00494,CUST10433,13/01/2025,Branch,System Error,Login Error,Login Error reported via branch,,0,KES,Critical,In Progress,,Customer Experience,
C00495,CUST20545,12/01/2025,Call Center,Delay,Card Delivery Delay,Card Delivery Delay reported via call center,,0,KES,Medium,Resolved,15/01/2025,Operations,4
C00496,CUST21123,24/12/2024,Call Center,System Error,App Crash,App Crash reported via call center,TXN827988,20086,KES,Critical,Resolved,27/12/2024,IT Operations,5
C00497,CUST18256,29/12/2024,Mobile App,System Error,App Crash,App Crash reported via mobile app,TXN901913,16129,KES,Low,In Progress,,Finance Ops,
C00498,CUST63150,04/01/2025,Call Center,Erroneous Deduction,Phantom Debit,Phantom Debit reported via call center,,0,KES,Critical,Resolved,07/01/2025,Customer Experience,2
C00499,CUST91051,15/01/2025,Call Center,System Error,App Crash,App Crash reported via call center,TXN971398,9779,KES,Critical,Resolved,16/01/2025,Finance Ops,5
C00500,CUST32372,15/01/2025,ATM,Delay,Transaction Delay,Transaction Delay reported via atm,TXN960229,6876,KES,Critical,In Progress,,IT Operations,
C00501,CUST25833,17/12/2024,Branch,Delay,Transaction Delay,Transaction Delay reported via branch,TXN888432,13780,KES,High,Resolved,21/12/2024,Branch Operations,4
C00502,CUST58487,02/01/2025,ATM,System Error,Failed Reversal,Failed Reversal reported via atm,TXN837024,8413,KES,High,Resolved,06/01/2025,IT Operations,3
C00503,CUST12048,12/01/2025,Mobile App,Delay,Card Delivery Delay,Card Delivery Delay reported via mobile app,TXN841354,40636,KES,Low,In Progress,,Finance Ops,
C00504,CUST37021,17/12/2024,ATM,Delay,Transaction Delay,Transaction Delay reported via atm,TXN981797,19094,KES,High,Resolved,21/12/2024,IT Operations,3
C00505,CUST55593,09/01/2025,ATM,System Error,Login Error,Login Error reported via atm,TXN960445,12296,KES,High,Resolved,10/01/2025,Finance Ops,4
C00506,CUST46231,13/01/2025,Mobile App,Delay,Transaction Delay,Transaction Delay reported via mobile app,,0,KES,Critical,Resolved,17/01/2025,Branch Operations,3
C00507,CUST37471,06/01/2025,Branch,Delay,Card Delivery Delay,Card Delivery Delay reported via branch,,0,KES,Medium,Resolved,09/01/2025,Customer Experience,4
C00508,CUST40841,10/01/2025,Mobile App,System Error,ATM Failure,ATM Failure reported via mobile app,TXN934978,2404,KES,Critical,Resolved,11/01/2025,IT Operations,2
C00509,CUST36208,02/01/2025,ATM,Erroneous Deduction,Phantom Debit,Phantom Debit reported via atm,,0,KES,Medium,Resolved,04/01/2025,Operations,5
C00510,CUST27878,08/01/2025,Call Center,Delay,Complaint Handling Delay,Complaint Handling Delay reported via call center,TXN846677,14666,KES,Low,Resolved,12/01/2025,Customer Experience,4
C00511,CUST70106,08/01/2025,ATM,System Error,Failed Reversal,Failed Reversal reported via atm,TXN835783,4409,KES,Medium,Resolved,09/01/2025,Operations,5
C00512,CUST21334,10/01/2025,Call Center,Delay,Complaint Handling Delay,Complaint Handling Delay reported via call center,,0,KES,High,Resolved,15/01/2025,Finance Ops,3
C00513,CUST52899,13/01/2025,Call Center,System Error,App Crash,App Crash reported via call center,TXN992984,48342,KES,Critical,Resolved,15/01/2025,Customer Experience,3
C00514,CUST72818,08/01/2025,Mobile App,Delay,Card Delivery Delay,Card Delivery Delay reported via mobile app,,0,KES,Critical,Resolved,12/01/2025,Customer Experience,5
C00515,CUST48769,18/12/2024,ATM,Customer Service Failure,Long Wait Time,Long Wait Time reported via atm,TXN857149,48458,KES,High,Resolved,20/12/2024,IT Operations,4
C00516,CUST69616,06/01/2025,Online Banking,Delay,Complaint Handling Delay,Complaint Handling Delay reported via online banking,,0,KES,High,In Progress,,Finance Ops,
C00517,CUST79588,07/01/2025,Online Banking,System Error,App Crash,App Crash reported via online banking,,0,KES,High,Resolved,11/01/2025,Customer Experience,4
C00518,CUST24544,11/01/2025,Mobile App,System Error,App Crash,App Crash reported via mobile app,TXN813516,4092,KES,Critical,In Progress,,Branch Operations,
C00519,CUST28141,12/01/2025,Online Banking,Delay,Complaint Handling Delay,Complaint Handling Delay reported via online banking,,0,KES,High,In Progress,,Finance Ops,
C00520,CUST52003,22/12/2024,Branch,Delay,Card Delivery Delay,Card Delivery Delay reported via branch,,0,KES,Critical,In Progress,,Branch Operations,
C00521,CUST69241,09/01/2025,Mobile App,System Error,Failed Reversal,Failed Reversal reported via mobile app,,0,KES,Medium,Resolved,13/01/2025,IT Operations,4
C00522,CUST24334,15/01/2025,Branch,Delay,Transaction Delay,Transaction Delay reported via branch,,0,KES,Low,In Progress,,IT Operations,
C00523,CUST72115,06/01/2025,ATM,Delay,Complaint Handling Delay,Complaint Handling Delay reported via atm,TXN978887,19713,KES,High,Resolved,11/01/2025,Finance Ops,3
C00524,CUST85851,12/01/2025,ATM,Delay,Complaint Handling Delay,Complaint Handling Delay reported via atm,TXN907922,34553,KES,Low,In Progress,,IT Operations,
C00525,CUST44079,15/01/2025,Call Center,System Error,Login Error,Login Error reported via call center,,0,KES,Critical,Resolved,18/01/2025,Branch Operations,3
C00526,CUST80165,10/01/2025,ATM,System Error,ATM Failure,ATM Failure reported via atm,,0,KES,Medium,In Progress,,Operations,
C00527,CUST36890,07/01/2025,ATM,Delay,Transaction Delay,Transaction Delay reported via atm,TXN868264,8788,KES,Low,Resolved,10/01/2025,IT Operations,3
C00528,CUST13266,05/01/2025,ATM,System Error,Failed Reversal,Failed Reversal reported via atm,TXN831847,35472,KES,High,In Progress,,Operations,
